"Archive_Date","Specialty_HIPE","Speciality","Adult_Child","Age_Profile","Time_Bands","Total"
"31/03/2021","1300.00","Neurology","Child","0-15","12-15 Months","1.00"
"31/03/2021","1300.00","Neurology","Child","0-15","18 Months +","1.00"
"31/03/2021","1503.00","Gynaecology","Adult","16-64"," 3-6 Months","124.00"
"31/03/2021","1503.00","Gynaecology","Adult","16-64","12-15 Months","82.00"
"31/03/2021","1503.00","Gynaecology","Adult","65+","15-18 Months","15.00"
"31/03/2021","1600.00","Oncology","Adult","65+"," 0-3 Months","20.00"
"31/03/2021","1800.00","Orthopaedics","Adult","16-64"," 3-6 Months","299.00"
"31/03/2021","1800.00","Orthopaedics","Adult","16-64"," 6-9 Months","229.00"
"31/03/2021","1800.00","Orthopaedics","Adult","16-64"," 9-12 Months","135.00"
"31/03/2021","1800.00","Orthopaedics","Adult","16-64","12-15 Months","227.00"
"31/03/2021","1800.00","Orthopaedics","Child","0-15","15-18 Months","5.00"
"31/03/2021","1800.00","Orthopaedics","Child","0-15","18 Months +","8.00"
"31/03/2021","1900.00","Paediatrics","Adult","65+"," 3-6 Months","1.00"
"31/03/2021","2003.00","Maxillo-Facial","Adult","16-64"," 0-3 Months","35.00"
"31/03/2021","2003.00","Maxillo-Facial","Adult","16-64"," 6-9 Months","46.00"
"31/03/2021","2003.00","Maxillo-Facial","Adult","16-64"," 9-12 Months","11.00"
"31/03/2021","2003.00","Maxillo-Facial","Adult","65+"," 3-6 Months","12.00"
"31/03/2021","2003.00","Maxillo-Facial","Adult","65+","12-15 Months","14.00"
"31/03/2021","2003.00","Maxillo-Facial","Child","0-15","15-18 Months","7.00"
"31/03/2021","2400.00","Respiratory Medicine","Adult","65+","15-18 Months","67.00"
"31/03/2021","2600.00","General Surgery","Adult","16-64","18 Months +","177.00"
"31/03/2021","2600.00","General Surgery","Adult","65+"," 0-3 Months","137.00"
"31/03/2021","2600.00","General Surgery","Adult","65+"," 3-6 Months","70.00"
"31/03/2021","2600.00","General Surgery","Adult","65+"," 6-9 Months","58.00"
"31/03/2021","2600.00","General Surgery","Adult","65+","12-15 Months","53.00"
"31/03/2021","5000.00","General Medicine","Adult","16-64"," 0-3 Months","120.00"
"31/03/2021","5000.00","General Medicine","Child","0-15"," 0-3 Months","1.00"
"31/03/2021","5000.00","General Medicine","Child","0-15","18 Months +","1.00"
"31/03/2021","7800.00","Urology","Adult","16-64"," 0-3 Months","153.00"
"31/03/2021","7800.00","Urology","Adult","16-64"," 9-12 Months","49.00"
"31/03/2021","7800.00","Urology","Adult","16-64","18 Months +","180.00"
"31/03/2021","7800.00","Urology","Adult","65+"," 3-6 Months","105.00"
"31/03/2021","7800.00","Urology","Adult","65+"," 6-9 Months","77.00"
"31/03/2021","7800.00","Urology","Adult","65+","12-15 Months","65.00"
"31/03/2021","7800.00","Urology","Child","0-15","15-18 Months","5.00"
"31/03/2021","8000.00","Anaesthetics","Adult","16-64"," 6-9 Months","3.00"
"31/03/2021","8000.00","Anaesthetics","Adult","16-64","12-15 Months","10.00"
"31/03/2021","100.00","Cardiology","Adult","65+"," 0-3 Months","29.00"
"31/03/2021","100.00","Cardiology","Adult","65+"," 3-6 Months","9.00"
"31/03/2021","300.00","Dermatology","Adult","16-64","15-18 Months","95.00"
"31/03/2021","300.00","Dermatology","Adult","16-64","18 Months +","47.00"
"31/03/2021","300.00","Dermatology","Adult","65+"," 0-3 Months","73.00"
"31/03/2021","300.00","Dermatology","Adult","65+"," 3-6 Months","58.00"
"31/03/2021","300.00","Dermatology","Adult","65+","12-15 Months","28.00"
"31/03/2021","400.00","Endocrinology","Adult","16-64"," 0-3 Months","51.00"
"31/03/2021","400.00","Endocrinology","Adult","16-64"," 3-6 Months","46.00"
"31/03/2021","400.00","Endocrinology","Adult","16-64"," 6-9 Months","35.00"
"31/03/2021","400.00","Endocrinology","Adult","16-64"," 9-12 Months","30.00"
"31/03/2021","400.00","Endocrinology","Adult","16-64","12-15 Months","34.00"
"31/03/2021","402.00","Diabetes Mellitus","Adult","16-64"," 3-6 Months","3.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Adult","16-64"," 0-3 Months","191.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Adult","16-64"," 9-12 Months","107.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Adult","16-64","18 Months +","567.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Adult","65+"," 3-6 Months","50.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Adult","65+"," 6-9 Months","58.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Adult","65+","12-15 Months","70.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Child","0-15","15-18 Months","103.00"
"31/03/2021","1100.00","Haematology","Adult","65+"," 9-12 Months","1.00"
"31/03/2021","1100.00","Haematology","Adult","65+","15-18 Months","1.00"
"31/03/2021","1100.00","Haematology","Adult","65+","18 Months +","4.00"
"31/03/2021","1100.00","Haematology","Child","0-15","12-15 Months","1.00"
"31/03/2021","1300.00","Neurology","Adult","65+","15-18 Months","17.00"
"31/03/2021","1300.00","Neurology","Adult","65+","18 Months +","106.00"
"31/03/2021","1300.00","Neurology","Child","0-15"," 3-6 Months","3.00"
"31/03/2021","1503.00","Gynaecology","Adult","65+","15-18 Months","15.00"
"31/03/2021","1503.00","Gynaecology","Child","0-15"," 0-3 Months","4.00"
"31/03/2021","1503.00","Gynaecology","Child","0-15"," 9-12 Months","1.00"
"31/03/2021","1600.00","Oncology","Adult","65+"," 0-3 Months","22.00"
"31/03/2021","1700.00","Ophthalmology","Adult","65+"," 0-3 Months","268.00"
"31/03/2021","1700.00","Ophthalmology","Adult","65+"," 3-6 Months","294.00"
"31/03/2021","1700.00","Ophthalmology","Adult","65+"," 6-9 Months","190.00"
"31/03/2021","1700.00","Ophthalmology","Adult","65+"," 9-12 Months","81.00"
"31/03/2021","1700.00","Ophthalmology","Adult","65+","12-15 Months","139.00"
"31/03/2021","1800.00","Orthopaedics","Adult","16-64"," 3-6 Months","258.00"
"31/03/2021","1800.00","Orthopaedics","Adult","16-64"," 6-9 Months","222.00"
"31/03/2021","1800.00","Orthopaedics","Adult","16-64","12-15 Months","229.00"
"31/03/2021","1800.00","Orthopaedics","Adult","65+","15-18 Months","96.00"
"31/03/2021","1800.00","Orthopaedics","Child","0-15","18 Months +","137.00"
"31/03/2021","1900.00","Paediatrics","Adult","16-64","18 Months +","2.00"
"31/03/2021","1900.00","Paediatrics","Adult","65+"," 0-3 Months","1.00"
"31/03/2021","1900.00","Paediatrics","Adult","65+"," 6-9 Months","1.00"
"31/03/2021","2300.00","Nephrology","Adult","16-64","15-18 Months","1.00"
"31/03/2021","2300.00","Nephrology","Adult","65+"," 0-3 Months","17.00"
"31/03/2021","2300.00","Nephrology","Adult","65+"," 9-12 Months","3.00"
"31/03/2021","2300.00","Nephrology","Adult","65+","18 Months +","1.00"
"31/03/2021","2300.00","Nephrology","Child","0-15"," 3-6 Months","1.00"
"31/03/2021","2500.00","Rheumatology","Adult","16-64"," 0-3 Months","158.00"
"31/03/2021","2500.00","Rheumatology","Adult","16-64"," 3-6 Months","240.00"
"31/03/2021","2500.00","Rheumatology","Adult","16-64"," 6-9 Months","151.00"
"31/03/2021","2500.00","Rheumatology","Adult","16-64"," 9-12 Months","73.00"
"31/03/2021","2500.00","Rheumatology","Child","0-15","18 Months +","2.00"
"31/03/2021","2600.00","General Surgery","Adult","16-64"," 3-6 Months","248.00"
"31/03/2021","2600.00","General Surgery","Adult","16-64"," 6-9 Months","197.00"
"31/03/2021","2600.00","General Surgery","Adult","16-64"," 9-12 Months","80.00"
"31/03/2021","2600.00","General Surgery","Adult","16-64","12-15 Months","122.00"
"31/03/2021","2600.00","General Surgery","Adult","16-64","18 Months +","198.00"
"31/03/2021","2600.00","General Surgery","Child","0-15","15-18 Months","2.00"
"31/03/2021","5000.00","General Medicine","Child","0-15"," 6-9 Months","2.00"
"31/03/2021","5000.00","General Medicine","Child","0-15"," 9-12 Months","1.00"
"31/03/2021","5000.00","General Medicine","Child","0-15","18 Months +","1.00"
"31/03/2021","7800.00","Urology","Adult","16-64"," 0-3 Months","44.00"
"31/03/2021","7800.00","Urology","Adult","16-64"," 6-9 Months","35.00"
"31/03/2021","7800.00","Urology","Adult","16-64"," 9-12 Months","21.00"
"31/03/2021","7800.00","Urology","Adult","16-64","12-15 Months","48.00"
"31/03/2021","7800.00","Urology","Child","0-15","18 Months +","1.00"
"31/03/2021","8003.00","Pain Relief","Adult","65+"," 9-12 Months","5.00"
"31/03/2021","8003.00","Pain Relief","Adult","65+","15-18 Months","11.00"
"31/03/2021","8003.00","Pain Relief","Adult","65+","18 Months +","58.00"
"31/03/2021","8800.00","Immunology","Adult","16-64","15-18 Months","2.00"
"31/03/2021","100.00","Cardiology","Adult","16-64"," 0-3 Months","322.00"
"31/03/2021","100.00","Cardiology","Adult","16-64"," 3-6 Months","349.00"
"31/03/2021","100.00","Cardiology","Adult","16-64"," 6-9 Months","259.00"
"31/03/2021","100.00","Cardiology","Adult","16-64"," 9-12 Months","98.00"
"31/03/2021","100.00","Cardiology","Adult","16-64","12-15 Months","231.00"
"31/03/2021","300.00","Dermatology","Adult","16-64"," 3-6 Months","293.00"
"31/03/2021","300.00","Dermatology","Adult","16-64"," 6-9 Months","210.00"
"31/03/2021","300.00","Dermatology","Adult","16-64"," 9-12 Months","102.00"
"31/03/2021","300.00","Dermatology","Adult","16-64","12-15 Months","206.00"
"31/03/2021","300.00","Dermatology","Child","0-15","15-18 Months","29.00"
"31/03/2021","300.00","Dermatology","Child","0-15","18 Months +","239.00"
"31/03/2021","400.00","Endocrinology","Adult","16-64","15-18 Months","34.00"
"31/03/2021","400.00","Endocrinology","Adult","65+","18 Months +","17.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Child","0-15"," 0-3 Months","118.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Child","0-15"," 9-12 Months","46.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Child","0-15","18 Months +","441.00"
"31/03/2021","700.00","Gastro-Enterology","Adult","16-64"," 6-9 Months","387.00"
"31/03/2021","700.00","Gastro-Enterology","Adult","65+","15-18 Months","29.00"
"31/03/2021","900.00","Geriatric Medicine","Adult","16-64"," 0-3 Months","7.00"
"31/03/2021","900.00","Geriatric Medicine","Adult","16-64"," 3-6 Months","8.00"
"31/03/2021","900.00","Geriatric Medicine","Adult","16-64"," 6-9 Months","2.00"
"31/03/2021","900.00","Geriatric Medicine","Adult","16-64"," 9-12 Months","1.00"
"31/03/2021","1100.00","Haematology","Adult","16-64"," 0-3 Months","117.00"
"31/03/2021","1100.00","Haematology","Adult","65+"," 6-9 Months","16.00"
"31/03/2021","1100.00","Haematology","Adult","65+"," 9-12 Months","2.00"
"31/03/2021","1300.00","Neurology","Adult","16-64"," 0-3 Months","228.00"
"31/03/2021","1300.00","Neurology","Adult","65+"," 3-6 Months","85.00"
"31/03/2021","1300.00","Neurology","Adult","65+"," 6-9 Months","71.00"
"31/03/2021","1300.00","Neurology","Adult","65+"," 9-12 Months","39.00"
"31/03/2021","1300.00","Neurology","Adult","65+","12-15 Months","46.00"
"31/03/2021","1503.00","Gynaecology","Adult","16-64"," 0-3 Months","763.00"
"31/03/2021","1503.00","Gynaecology","Adult","16-64","15-18 Months","84.00"
"31/03/2021","1503.00","Gynaecology","Adult","16-64","18 Months +","200.00"
"31/03/2021","1503.00","Gynaecology","Adult","65+"," 3-6 Months","40.00"
"31/03/2021","1503.00","Gynaecology","Adult","65+"," 6-9 Months","34.00"
"31/03/2021","1503.00","Gynaecology","Adult","65+"," 9-12 Months","12.00"
"31/03/2021","1503.00","Gynaecology","Adult","65+","12-15 Months","14.00"
"31/03/2021","1600.00","Oncology","Adult","16-64"," 0-3 Months","17.00"
"31/03/2021","1600.00","Oncology","Adult","16-64"," 3-6 Months","7.00"
"31/03/2021","1700.00","Ophthalmology","Adult","16-64"," 3-6 Months","257.00"
"31/03/2021","1700.00","Ophthalmology","Adult","16-64","12-15 Months","132.00"
"31/03/2021","1700.00","Ophthalmology","Adult","65+","15-18 Months","104.00"
"31/03/2021","1700.00","Ophthalmology","Child","0-15"," 0-3 Months","90.00"
"31/03/2021","1800.00","Orthopaedics","Adult","65+"," 0-3 Months","167.00"
"31/03/2021","1800.00","Orthopaedics","Adult","65+"," 9-12 Months","118.00"
"31/03/2021","1800.00","Orthopaedics","Adult","65+","18 Months +","839.00"
"31/03/2021","1800.00","Orthopaedics","Child","0-15"," 3-6 Months","111.00"
"31/03/2021","1800.00","Orthopaedics","Child","0-15","12-15 Months","38.00"
"31/03/2021","1900.00","Paediatrics","Adult","16-64"," 6-9 Months","2.00"
"31/03/2021","1900.00","Paediatrics","Adult","16-64","12-15 Months","4.00"
"31/03/2021","1900.00","Paediatrics","Child","0-15"," 9-12 Months","98.00"
"31/03/2021","1900.00","Paediatrics","Child","0-15","18 Months +","118.00"
"31/03/2021","2000.00","Plastic Surgery","Adult","16-64"," 3-6 Months","331.00"
"31/03/2021","2000.00","Plastic Surgery","Adult","16-64"," 6-9 Months","273.00"
"31/03/2021","2000.00","Plastic Surgery","Adult","16-64","12-15 Months","172.00"
"31/03/2021","2000.00","Plastic Surgery","Adult","65+","15-18 Months","48.00"
"31/03/2021","2000.00","Plastic Surgery","Child","0-15","18 Months +","45.00"
"31/03/2021","2300.00","Nephrology","Adult","16-64"," 0-3 Months","74.00"
"31/03/2021","2300.00","Nephrology","Adult","16-64"," 3-6 Months","66.00"
"31/03/2021","2300.00","Nephrology","Adult","16-64"," 9-12 Months","26.00"
"31/03/2021","2300.00","Nephrology","Adult","16-64","12-15 Months","43.00"
"31/03/2021","2300.00","Nephrology","Adult","65+"," 6-9 Months","38.00"
"31/03/2021","2400.00","Respiratory Medicine","Adult","16-64"," 0-3 Months","187.00"
"31/03/2021","2400.00","Respiratory Medicine","Adult","16-64"," 9-12 Months","58.00"
"31/03/2021","2400.00","Respiratory Medicine","Adult","16-64","18 Months +","522.00"
"31/03/2021","2400.00","Respiratory Medicine","Adult","65+"," 3-6 Months","83.00"
"31/03/2021","2400.00","Respiratory Medicine","Adult","65+"," 6-9 Months","50.00"
"31/03/2021","2400.00","Respiratory Medicine","Adult","65+","12-15 Months","50.00"
"31/03/2021","2500.00","Rheumatology","Adult","16-64","15-18 Months","140.00"
"31/03/2021","2500.00","Rheumatology","Adult","65+","18 Months +","221.00"
"31/03/2021","2600.00","General Surgery","Adult","65+","15-18 Months","19.00"
"31/03/2021","2600.00","General Surgery","Child","0-15"," 0-3 Months","13.00"
"31/03/2021","2600.00","General Surgery","Child","0-15"," 3-6 Months","11.00"
"31/03/2021","2600.00","General Surgery","Child","0-15"," 6-9 Months","8.00"
"31/03/2021","2600.00","General Surgery","Child","0-15","12-15 Months","2.00"
"31/03/2021","2604.00","Vascular Surgery","Adult","16-64"," 3-6 Months","172.00"
"31/03/2021","2604.00","Vascular Surgery","Adult","16-64","12-15 Months","154.00"
"31/03/2021","2604.00","Vascular Surgery","Adult","65+","15-18 Months","92.00"
"31/03/2021","5000.00","General Medicine","Adult","16-64","15-18 Months","104.00"
"31/03/2021","5000.00","General Medicine","Adult","16-64","18 Months +","481.00"
"31/03/2021","5000.00","General Medicine","Adult","65+"," 0-3 Months","18.00"
"31/03/2021","5000.00","General Medicine","Adult","65+"," 3-6 Months","22.00"
"31/03/2021","5000.00","General Medicine","Adult","65+"," 6-9 Months","41.00"
"31/03/2021","5000.00","General Medicine","Adult","65+","12-15 Months","25.00"
"31/03/2021","7001.00","Oral Surgery","Adult","16-64"," 3-6 Months","273.00"
"31/03/2021","7001.00","Oral Surgery","Adult","16-64","12-15 Months","256.00"
"31/03/2021","7001.00","Oral Surgery","Adult","65+","15-18 Months","25.00"
"31/03/2021","7001.00","Oral Surgery","Child","0-15","12-15 Months","19.00"
"31/03/2021","7001.00","Oral Surgery","Child","0-15","18 Months +","67.00"
"31/03/2021","7400.00","Pathology","Child","0-15"," 6-9 Months","1.00"
"31/03/2021","7600.00","Cardio-Thoracic Surgery","Adult","16-64"," 3-6 Months","5.00"
"31/03/2021","7600.00","Cardio-Thoracic Surgery","Adult","16-64"," 6-9 Months","5.00"
"31/03/2021","7800.00","Urology","Adult","16-64","15-18 Months","146.00"
"31/03/2021","7800.00","Urology","Child","0-15"," 0-3 Months","90.00"
"31/03/2021","7800.00","Urology","Child","0-15"," 3-6 Months","138.00"
"31/03/2021","7800.00","Urology","Child","0-15"," 6-9 Months","72.00"
"31/03/2021","7800.00","Urology","Child","0-15"," 9-12 Months","39.00"
"31/03/2021","7800.00","Urology","Child","0-15","12-15 Months","60.00"
"31/03/2021","7900.00","Clinical Immunology","Adult","16-64","15-18 Months","55.00"
"31/03/2021","7900.00","Clinical Immunology","Adult","65+","18 Months +","13.00"
"31/03/2021","7900.00","Clinical Immunology","Child","0-15"," 0-3 Months","13.00"
"31/03/2021","7900.00","Clinical Immunology","Child","0-15"," 3-6 Months","2.00"
"31/03/2021","7900.00","Clinical Immunology","Child","0-15"," 6-9 Months","1.00"
"31/03/2021","7900.00","Clinical Immunology","Child","0-15"," 9-12 Months","1.00"
"31/03/2021","8000.00","Anaesthetics","Adult","16-64","15-18 Months","61.00"
"31/03/2021","8000.00","Anaesthetics","Adult","65+"," 9-12 Months","8.00"
"31/03/2021","8000.00","Anaesthetics","Adult","65+","18 Months +","251.00"
"31/03/2021","8003.00","Pain Relief","Adult","16-64"," 0-3 Months","44.00"
"31/03/2021","8003.00","Pain Relief","Adult","16-64"," 9-12 Months","1.00"
"31/03/2021","8003.00","Pain Relief","Adult","65+"," 6-9 Months","2.00"
"31/03/2021","8003.00","Pain Relief","Child","0-15","15-18 Months","1.00"
"31/03/2021","0.00","Small Volume Specialities","Adult","65+"," 3-6 Months","1.00"
"31/03/2021","300.00","Dermatology","Adult","16-64"," 0-3 Months","30.00"
"31/03/2021","300.00","Dermatology","Adult","16-64"," 3-6 Months","35.00"
"31/03/2021","300.00","Dermatology","Adult","16-64"," 9-12 Months","15.00"
"31/03/2021","300.00","Dermatology","Adult","16-64","12-15 Months","14.00"
"31/03/2021","300.00","Dermatology","Adult","65+"," 6-9 Months","4.00"
"31/03/2021","300.00","Dermatology","Child","0-15","15-18 Months","12.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Adult","16-64"," 3-6 Months","70.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Adult","16-64","12-15 Months","71.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Adult","65+","15-18 Months","31.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Child","0-15","18 Months +","450.00"
"31/03/2021","900.00","Geriatric Medicine","Adult","16-64"," 0-3 Months","4.00"
"31/03/2021","900.00","Geriatric Medicine","Adult","16-64"," 3-6 Months","3.00"
"31/03/2021","900.00","Geriatric Medicine","Adult","16-64"," 6-9 Months","8.00"
"31/03/2021","900.00","Geriatric Medicine","Adult","16-64"," 9-12 Months","1.00"
"31/03/2021","1503.00","Gynaecology","Adult","65+"," 0-3 Months","26.00"
"31/03/2021","1503.00","Gynaecology","Adult","65+"," 9-12 Months","1.00"
"31/03/2021","1503.00","Gynaecology","Child","0-15"," 3-6 Months","5.00"
"31/03/2021","1800.00","Orthopaedics","Adult","16-64","15-18 Months","18.00"
"31/03/2021","1800.00","Orthopaedics","Adult","65+","18 Months +","34.00"
"31/03/2021","1800.00","Orthopaedics","Child","0-15"," 0-3 Months","21.00"
"31/03/2021","1800.00","Orthopaedics","Child","0-15"," 6-9 Months","25.00"
"31/03/2021","1800.00","Orthopaedics","Child","0-15"," 9-12 Months","11.00"
"31/03/2021","1900.00","Paediatrics","Adult","16-64"," 0-3 Months","2.00"
"31/03/2021","2300.00","Nephrology","Adult","16-64"," 0-3 Months","8.00"
"31/03/2021","2300.00","Nephrology","Adult","16-64","18 Months +","40.00"
"31/03/2021","2300.00","Nephrology","Adult","65+"," 3-6 Months","11.00"
"31/03/2021","2300.00","Nephrology","Adult","65+","12-15 Months","8.00"
"31/03/2021","2600.00","General Surgery","Adult","65+","15-18 Months","42.00"
"31/03/2021","2600.00","General Surgery","Child","0-15"," 0-3 Months","35.00"
"31/03/2021","2600.00","General Surgery","Child","0-15"," 9-12 Months","22.00"
"31/03/2021","2600.00","General Surgery","Child","0-15","18 Months +","4.00"
"31/03/2021","5000.00","General Medicine","Adult","65+"," 0-3 Months","148.00"
"31/03/2021","5000.00","General Medicine","Adult","65+"," 6-9 Months","146.00"
"31/03/2021","5000.00","General Medicine","Adult","65+"," 9-12 Months","75.00"
"31/03/2021","5000.00","General Medicine","Adult","65+","18 Months +","412.00"
"31/03/2021","5000.00","General Medicine","Child","0-15"," 3-6 Months","1.00"
"31/03/2021","7800.00","Urology","Adult","65+","15-18 Months","13.00"
"31/03/2021","7800.00","Urology","Adult","65+","18 Months +","91.00"
"31/03/2021","7800.00","Urology","Child","0-15"," 0-3 Months","1.00"
"31/03/2021","7800.00","Urology","Child","0-15"," 3-6 Months","1.00"
"31/03/2021","7800.00","Urology","Child","0-15","12-15 Months","1.00"
"31/03/2021","400.00","Endocrinology","Adult","16-64"," 3-6 Months","48.00"
"31/03/2021","400.00","Endocrinology","Adult","65+","15-18 Months","17.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Adult","0-15"," 3-6 Months","10.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Adult","0-15"," 6-9 Months","9.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Adult","0-15"," 9-12 Months","3.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Adult","0-15","12-15 Months","15.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Adult","0-15","18 Months +","98.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Adult","16-64"," 0-3 Months","45.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Adult","16-64"," 3-6 Months","49.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Adult","16-64"," 6-9 Months","32.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Adult","16-64"," 9-12 Months","12.00"
"31/03/2021","600.00","Otolaryngology (ENT)","Adult","16-64","12-15 Months","32.00"
"31/03/2021","700.00","Gastro-Enterology","Adult","16-64"," 0-3 Months","22.00"
"31/03/2021","900.00","Geriatric Medicine","Adult","65+"," 0-3 Months","30.00"
"31/03/2021","2000.00","Plastic Surgery","Adult","0-15","18 Months +","3.00"
"31/03/2021","2000.00","Plastic Surgery","Adult","16-64"," 0-3 Months","273.00"
"31/03/2021","2000.00","Plastic Surgery","Adult","16-64"," 6-9 Months","194.00"
"31/03/2021","2000.00","Plastic Surgery","Adult","16-64"," 9-12 Months","72.00"
"31/03/2021","2000.00","Plastic Surgery","Adult","16-64","18 Months +","243.00"
"31/03/2021","2000.00","Plastic Surgery","Adult","65+"," 3-6 Months","82.00"
"31/03/2021","2000.00","Plastic Surgery","Adult","65+","12-15 Months","63.00"
"31/03/2021","2600.00","General Surgery","Adult","16-64"," 3-6 Months","127.00"
"31/03/2021","2600.00","General Surgery","Adult","16-64"," 6-9 Months","91.00"
"31/03/2021","2600.00","General Surgery","Adult","16-64"," 9-12 Months","3.00"
"31/03/2021","2600.00","General Surgery","Adult","16-64","12-15 Months","5.00"
"31/03/2021","2604.00","Vascular Surgery","Adult","16-64"," 0-3 Months","60.00"
"31/03/2021","2604.00","Vascular Surgery","Adult","16-64"," 3-6 Months","71.00"
"31/03/2021","2604.00","Vascular Surgery","Adult","16-64"," 6-9 Months","51.00"
"31/03/2021","2604.00","Vascular Surgery","Adult","16-64"," 9-12 Months","22.00"
"31/03/2021","2604.00","Vascular Surgery","Adult","16-64","12-15 Months","37.00"
"31/03/2021","5000.00","General Medicine","Adult","16-64","15-18 Months","10.00"
"31/03/2021","5000.00","General Medicine","Adult","65+"," 9-12 Months","21.00"
"31/03/2021","5000.00","General Medicine","Adult","65+","18 Months +","48.00"
"31/03/2021","7800.00","Urology","Adult","0-15"," 3-6 Months","4.00"
"31/03/2021","7800.00","Urology","Adult","0-15"," 6-9 Months","2.00"
"31/03/2021","7800.00","Urology","Adult","0-15","12-15 Months","1.00"
"31/03/2021","7800.00","Urology","Adult","65+","15-18 Months","18.00"
"31/03/2021","100.00","Cardiology","Adult","16-64"," 3-6 Months","100.00"
"31/03/2021","100.00","Cardiology","Adult","16-64","12-15 Months","61.00"
"31/03/2021","100.00","Cardiology","Adult","16-64","18 Months +","101.00"
"31/03/2021","100.00","Cardiology","Adult","65+"," 0-3 Months","37.00"
"31/03/2021","100.00","Cardiology","Adult","65+"," 6-9 Months","20.00"
"31/03/2021","100.00","Cardiology","Adult","65+"," 9-12 Months","5.00"
"31/03/2021","300.00","Dermatology","Adult","16-64"," 3-6 Months","32.00"
"31/03/2021","300.00","Dermatology","Adult","16-64","12-15 Months","32.00"
"31/03/2021","300.00","Dermatology","Adult","16-64","18 Months +","183.00"
"31/03/2021","300.00","Dermatology","Adult","65+"," 0-3 Months","1.00"
"31/03/2021","300.00","Dermatology","Adult","65+"," 6-9 Months","7.00"
"31/03/2021","300.00","Dermatology","Adult","65+"," 9-12 Months","2.00"
"31/03/2021","400.00","Endocrinology","Adult","16-64"," 6-9 Months","1.00"
"31/03/2021","400.00","Endocrinology","Child","0-15"," 0-3 Months","1.00"
"31/03/2021","900.00","Geriatric Medicine","Adult","16-64"," 0-3 Months","2.00"
"31/03/2021","900.00","Geriatric Medicine","Adult","65+"," 3-6 Months","6.00"
"31/03/2021","1503.00","Gynaecology","Adult","16-64","15-18 Months","2.00"
"31/03/2021","1503.00","Gynaecology","Adult","65+"," 0-3 Months","28.00"
"31/03/2021","1503.00","Gynaecology","Child","0-15"," 3-6 Months","11.00"
"31/03/2021","1503.00","Gynaecology","Child","0-15"," 6-9 Months","1.00"
"31/03/2021","1503.00","Gynaecology","Child","0-15","12-15 Months","1.00"
"31/03/2021","1800.00","Orthopaedics","Adult","65+","15-18 Months","1.00"
"31/03/2021","2400.00","Respiratory Medicine","Adult","16-64","15-18 Months","30.00"
"31/03/2021","2400.00","Respiratory Medicine","Adult","16-64","18 Months +","54.00"
"31/03/2021","2400.00","Respiratory Medicine","Adult","65+"," 0-3 Months","21.00"
"31/03/2021","2400.00","Respiratory Medicine","Adult","65+"," 9-12 Months","7.00"
"31/03/2021","2600.00","General Surgery","Adult","16-64"," 0-3 Months","190.00"
"31/03/2021","2600.00","General Surgery","Adult","16-64"," 3-6 Months","59.00"
"31/03/2021","5000.00","General Medicine","Adult","65+"," 0-3 Months","29.00"
"31/03/2021","5000.00","General Medicine","Adult","65+"," 9-12 Months","1.00"
"31/03/2021","6200.00","Clinical Neurophysiology","Adult","16-64","15-18 Months","30.00"
"31/03/2021","6200.00","Clinical Neurophysiology","Adult","16-64","18 Months +","48.00"
"31/03/2021","6200.00","Clinical Neurophysiology","Adult","65+"," 0-3 Months","13.00"
"31/03/2021","6200.00","Clinical Neurophysiology","Adult","65+"," 3-6 Months","6.00"
"31/03/2021","6200.00","Clinical Neurophysiology","Adult","65+"," 9-12 Months","10.00"
"31/03/2021","6200.00","Clinical Neurophysiology","Adult","65+","12-15 Months","9.00"
"31/03/2021","7800.00","Urology","Adult","16-64"," 3-6 Months","42.00"
"31/03/2021","7800.00","Urology","Adult","16-64","12-15 Months","32.00"
"31/03/2021","7800.00","Urology","Adult","65+","15-18 Months","17.00"
"31/03/2021","7800.00","Urology","Child","0-15","12-15 Months","3.00"
"31/03/2021","7800.00","Urology","Child","0-15","18 Months +","3.00"
"31/03/2021","100.00","Cardiology","Adult","16-64"," 0-3 Months","206.00"
"31/03/2021","100.00","Cardiology","Adult","16-64"," 6-9 Months","127.00"
